marca,modelo,ano_vehic,antiguedad,rango_antiguedad,km,combustible,puertas,cv,transmision,ubicacion,particular,precio,segmento_precio,precio_por_cv,stats_visto,stats_favorito,stats_contactado,engagement_score
MINI,MINI ONE MINIMALISM LINE 75 CV,2010.0,11,Seminuevo (8-12a),160.0,Gasolina,3.0,75.0,manual,Valladolid,Profesional,7.9,Accesible (5-10K),105.33,4728,1,0,2394.0
NISSAN,QASHQAI 2. 0 TEKNA 4X2,2009.0,12,Seminuevo (8-12a),160.0,Gasolina,5.0,140.0,manual,Zaragoza,Profesional,6.998,Accesible (5-10K),49.99,8280,3,0,4230.0
OPEL,INSIGNIA ST 1. 6 CDTI SS ECOFLEX 136 CV BUSINESS,2016.0,5,Reciente (4-7a),141.0,Diesel,5.0,136.0,manual,Valladolid,Profesional,10.5,Medio (10-20K),77.21,8840,0,0,4420.0
OPEL,VECTRA ELEGANCE 1. 9 CDTI 8V 120 CV,2006.0,15,Clásico (>12a),245.0,Diesel,5.0,120.0,manual,Zaragoza,Profesional,3.299,Económico (<5K),27.49,16873,4,0,8556.0
MERCEDES-BENZ,CLASE C C 220 BLUETEC SPORTIVE EXCLUSIVE ESTATE,2015.0,6,Reciente (4-7a),83.0,Diesel,5.0,170.0,automat,Ourense,Profesional,20.0,Medio (10-20K),117.65,48518,4,4,24779.0
RENAULT,TALISMAN S. T. ZEN BLUE DCI 118KW 160CV EDC,2020.0,1,Casi nuevo (0-3a),9.703,Diesel,5.0,160.0,automat,Cantabria,Profesional,24.49,Premium (20-35K),153.06,6955,2,1,3638.0
PORSCHE,911 CARRERA 4 COUPE,2001.0,20,Clásico (>12a),192.0,Gasolina,2.0,320.0,manual,Castellon,Profesional,30.0,Premium (20-35K),93.75,13421,0,0,6710.0
PEUGEOT,308 SW ACTIVE 1. 6 BLUEHDI 88KW 120CV,2017.0,4,Reciente (4-7a),152.0,Diesel,5.0,120.0,manual,Castellon,Profesional,10.0,Accesible (5-10K),83.33,3357,0,0,1678.0
AUDI,A3 SPORTBACK 2. 0 TDI 150CV CLEAN D AMBITION,2014.0,7,Reciente (4-7a),127.0,Diesel,5.0,150.0,manual,Pontevedra,Profesional,16.4,Medio (10-20K),109.33,38854,15,0,19877.0
HYUNDAI,KONA,2019.0,2,Casi nuevo (0-3a),10.852,Diesel,5.0,115.0,manual,Malaga,Profesional,16.9,Medio (10-20K),146.96,12745,2,0,6432.0
PEUGEOT,206PLUS 1. 1 60CV GENERATION,2012.0,9,Seminuevo (8-12a),106.085,Gasolina,3.0,60.0,manual,Cantabria,Profesional,4.9,Económico (<5K),81.67,17959,3,0,9070.0
BMW,SERIE 2 ACTIVE TOURER 220DA,2015.0,6,Reciente (4-7a),61.0,Diesel,5.0,190.0,manual,Pontevedra,Profesional,16.1,Medio (10-20K),84.74,20596,0,0,10298.0
MERCEDES-BENZ,CLASE C C 200 CDI AVANTGARDE,2014.0,7,Reciente (4-7a),136.0,Diesel,4.0,136.0,manual,Pontevedra,Profesional,17.1,Medio (10-20K),125.74,33249,5,0,16774.0
VOLKSWAGEN,POLO ADVANCE 1. 0 TSI 70KW 95CV,2018.0,3,Casi nuevo (0-3a),42.0,Gasolina,5.0,95.0,manual,Las Palmas,Profesional,10.49,Medio (10-20K),110.42,337288,14,0,169064.0
BMW,SERIE 5 520D,2011.0,10,Seminuevo (8-12a),169.0,Diesel,4.0,184.0,manual,Pontevedra,Profesional,14.4,Medio (10-20K),78.26,36929,5,0,18614.0
RENAULT,MEGANE CONFORT DYNAMIQUE 1. 9DCI,2003.0,18,Clásico (>12a),198.0,Diesel,5.0,120.0,manual,Zaragoza,Profesional,2.49,Económico (<5K),20.75,7194,4,0,3717.0
BMW,X5 3. 0D,2005.0,16,Clásico (>12a),200.0,Diesel,5.0,218.0,automat,Valladolid,Profesional,9.5,Accesible (5-10K),43.58,65729,12,2,33424.0
SSANGYONG,ACTYON 200XDI PROFESIONAL PREMIUM,2007.0,14,Clásico (>12a),124.0,Diesel,5.0,141.0,manual,Pontevedra,Profesional,6.9,Accesible (5-10K),48.94,23825,5,0,12062.0
PEUGEOT,5008 SPORT PACK 2. 0 HDI 150 FAP,2010.0,11,Seminuevo (8-12a),183.0,Diesel,5.0,150.0,manual,Pontevedra,Profesional,10.4,Medio (10-20K),69.33,21593,3,0,10886.0
SKODA,FABIA COMBI 1. 6 TDI CR 90CV FAMILY,2012.0,9,Seminuevo (8-12a),110.0,Diesel,5.0,90.0,manual,Valladolid,Profesional,6.8,Accesible (5-10K),75.56,67131,2,0,33626.0
VOLKSWAGEN,GOLF 2. 0 TSI 230CV DSG GTI PERFORMANCE BMT,2014.0,7,Reciente (4-7a),141.0,Gasolina,3.0,230.0,automat,Pontevedra,Profesional,19.5,Medio (10-20K),84.78,35104,9,2,18022.0
FORD,FOCUS 1. 6 TDCI 109 ECONETIC,2009.0,12,Seminuevo (8-12a),217.0,Diesel,5.0,109.0,manual,Valladolid,Profesional,5.9,Accesible (5-10K),54.13,62959,3,0,31570.0
PEUGEOT,308 CONFORT 1. 6 VTI 120,2008.0,13,Clásico (>12a),174.0,Gasolina,5.0,120.0,manual,Valladolid,Profesional,5.6,Accesible (5-10K),46.67,55952,4,0,28096.0
HYUNDAI,IONIQ 1. 6 GDI PHEV TECNO DCT,2019.0,2,Casi nuevo (0-3a),17.89,Híbrido,5.0,141.0,automat,Malaga,Profesional,23.0,Premium (20-35K),163.12,14016,0,0,7008.0
ALFA ROMEO,GIULIA 2. 0 GME T4 206KW 280CV VELOCE ATX,2020.0,1,Casi nuevo (0-3a),500.0,Gasolina,4.0,280.0,automat,Valencia,Profesional,40.0,Lujo (>35K),142.86,1027884,69,0,516012.0
OPEL,ASTRA 1. 7 CDTI ENJOY,2006.0,15,Clásico (>12a),138.0,Diesel,5.0,100.0,manual,Valladolid,Profesional,4.9,Económico (<5K),49.0,113800,15,1,57450.0
PEUGEOT,508 SW ALLURE 2. 0 BLUEHDI 133KW 180CV AUTO,2017.0,4,Reciente (4-7a),129.056,Diesel,5.0,180.0,automat,Madrid,Profesional,15.99,Medio (10-20K),88.83,172,0,0,86.0
FORD,CMAX 1. 8 TDCI GHIA,2008.0,13,Clásico (>12a),148.0,Diesel,5.0,115.0,manual,Valladolid,Profesional,6.5,Accesible (5-10K),56.52,136978,1,2,68719.0
PEUGEOT,3008 1. 5 BLUEHDI 96KW SS ALLURE PACK EAT8,2020.0,1,Casi nuevo (0-3a),82.6,Diesel,5.0,130.0,automat,Malaga,Profesional,31.9,Premium (20-35K),245.38,4030,0,0,2015.0
PEUGEOT,208 PURETECH 73KW 100CV ALLURE,2020.0,1,Casi nuevo (0-3a),82.6,Gasolina,5.0,100.0,manual,Malaga,Profesional,15.4,Medio (10-20K),154.0,6334,0,0,3167.0
PEUGEOT,5008 1. 5 BLUEHDI 96KW 130CV SS ALLURE PACK,2021.0,0,Casi nuevo (0-3a),82.6,Diesel,5.0,130.0,manual,Malaga,Profesional,31.3,Premium (20-35K),240.77,9747,0,0,4874.0
NISSAN,PIXO 5P 1. 0G 68CV ACENTA,2012.0,9,Seminuevo (8-12a),106.0,Gasolina,5.0,68.0,manual,Valladolid,Profesional,4.9,Económico (<5K),72.06,2377,0,0,1188.0
OPEL,ADAM 1. 4 XEL ROCKS,2017.0,4,Reciente (4-7a),45.81,Gasolina,3.0,87.0,manual,Las Palmas,Profesional,8.99,Accesible (5-10K),103.33,5031,0,0,2516.0
BMW,X5 3. 0D,2002.0,19,Clásico (>12a),290.0,Diesel,5.0,184.0,automat,Madrid,Profesional,4.998,Económico (<5K),27.16,18625,2,1,9472.0
HYUNDAI,IONIQ 1. 6 GDI HEV TECNO DT,2019.0,2,Casi nuevo (0-3a),15.0,Híbrido,5.0,141.0,automat,Madrid,Profesional,18.59,Medio (10-20K),131.84,22924,0,0,11462.0
PEUGEOT,2008 ALLURE 1. 2 PURETECH 110 SS EAT6,2016.0,5,Reciente (4-7a),81.45,Gasolina,5.0,110.0,automat,Madrid,Profesional,10.5,Medio (10-20K),95.45,21471,2,0,10796.0
HYUNDAI,TUCSON 1. 7 CRDI 115CV BLUEDRIVE KLASS 4X2,2016.0,5,Reciente (4-7a),75.0,Diesel,5.0,115.0,manual,Madrid,Profesional,14.5,Medio (10-20K),126.09,21363,1,0,10712.0
HYUNDAI,I20 1. 2 MPI BLUEDRIVE TECNO,2015.0,6,Reciente (4-7a),60.0,Gasolina,5.0,84.0,manual,Madrid,Profesional,8.9,Accesible (5-10K),105.95,23100,0,0,11550.0
CITROEN,C8 2. 0 HDI 16V 120 PREMIER II,2007.0,14,Clásico (>12a),202.573,Diesel,5.0,120.0,manual,Cantabria,Profesional,6.0,Accesible (5-10K),50.0,3688,0,0,1844.0
BMW,SERIE 7 730D,2013.0,8,Seminuevo (8-12a),110.0,Diesel,4.0,258.0,automat,Zaragoza,Profesional,23.949,Premium (20-35K),92.83,11193,0,0,5596.0
SEAT,LEON 1. 9 TDI 150CV FR,2004.0,17,Clásico (>12a),190.0,Diesel,5.0,150.0,manual,Valladolid,Profesional,5.5,Accesible (5-10K),36.67,24468,7,0,12444.0
AUDI,A3 1. 4 TFSI 122CV AMBITION,2012.0,9,Seminuevo (8-12a),131.0,Gasolina,3.0,122.0,manual,Castellon,Profesional,10.2,Medio (10-20K),83.61,2298,1,0,1179.0
MITSUBISHI,LANCER 2. 0 16V EVOLUTION MR,2011.0,10,Seminuevo (8-12a),59.0,Gasolina,4.0,295.0,automat,Alicante,Profesional,29.99,Premium (20-35K),101.66,26518,9,0,13529.0
VOLKSWAGEN,POLO ADVANCE 1. 2 TSI 90CV BMT,2014.0,7,Reciente (4-7a),138.0,Gasolina,5.0,90.0,manual,Las Palmas,Profesional,5.99,Accesible (5-10K),66.56,231748,29,0,116744.0
CITROEN,C3 PICASSO HDI 90CV AIRDREAM ATTRACTION,2015.0,6,Reciente (4-7a),62.5,Diesel,5.0,92.0,manual,La Coruna,Profesional,9.058,Accesible (5-10K),98.46,29325,1,0,14692.0
MERCEDES-BENZ,CLASE CLC CLC 220 CDI,2009.0,12,Seminuevo (8-12a),129.0,Diesel,3.0,150.0,automat,Pontevedra,Profesional,10.99,Medio (10-20K),73.27,35931,4,0,18086.0
PEUGEOT,208 5P STYLE 1. 6 BLUEHDI 55KW 75CV,2017.0,4,Reciente (4-7a),67.0,Diesel,5.0,75.0,manual,Castellon,Profesional,10.0,Accesible (5-10K),133.33,4288,0,0,2144.0
BMW,SERIE 3 330D,2010.0,11,Seminuevo (8-12a),143.0,Diesel,2.0,245.0,manual,Pontevedra,Profesional,16.2,Medio (10-20K),66.12,38328,13,3,19854.0
VOLKSWAGEN,GOLF GTD 2. 0 TDI 184CV BMT,2015.0,6,Reciente (4-7a),183.0,Diesel,5.0,184.0,manual,Castellon,Profesional,15.4,Medio (10-20K),83.7,8036,1,0,4048.0
SEAT,LEON ST 2. 0 TDI 150CV STSP FR,2015.0,6,Reciente (4-7a),119.0,Diesel,5.0,150.0,manual,Pontevedra,Profesional,12.5,Medio (10-20K),83.33,36195,11,1,18528.0
CITROEN,C4 AIRCROSS 1. 6 HDI 115CV SEDUCTION,2014.0,7,Reciente (4-7a),76.59,Diesel,5.0,114.0,manual,Cantabria,Profesional,11.99,Medio (10-20K),105.18,15840,3,0,8010.0
OPEL,INSIGNIA 2. 0 CDTI 160 CV SPORT,2010.0,11,Seminuevo (8-12a),150.332,Diesel,5.0,160.0,manual,Cantabria,Profesional,6.99,Accesible (5-10K),43.69,14982,4,0,7611.0
FIAT,FREEMONT URBAN 2. 0 16V 140CV DIESEL,2011.0,10,Seminuevo (8-12a),177.879,Diesel,5.0,140.0,manual,Cantabria,Profesional,9.99,Accesible (5-10K),71.36,14548,0,0,7274.0
SEAT,IBIZA 1. 9 SDI REFERENCE,2004.0,17,Clásico (>12a),230.064,Diesel,3.0,64.0,manual,Cantabria,Profesional,3.5,Económico (<5K),54.69,20820,2,0,10470.0
PEUGEOT,308 5P ACTIVE 1. 6 HDI 92 FAP,2012.0,9,Seminuevo (8-12a),89.688,Diesel,5.0,92.0,manual,Cantabria,Profesional,8.5,Accesible (5-10K),92.39,13796,0,0,6898.0
CHEVROLET,CRUZE 2. 0 VCDI 16V LS,2010.0,11,Seminuevo (8-12a),140.0,Diesel,4.0,125.0,manual,Zaragoza,Profesional,4.5,Económico (<5K),36.0,37641,8,1,19160.0
VOLKSWAGEN,GOLF R 2. 0 TSI 300CV BMT 4MOTION DSG,2014.0,7,Reciente (4-7a),107.0,Gasolina,5.0,300.0,automat,Pontevedra,Profesional,25.5,Premium (20-35K),85.0,51643,22,2,26682.0
KIA,NIRO 1. 6 GDI HEV 104KW 141CV DRIVE,2019.0,2,Casi nuevo (0-3a),49.187,Híbrido,5.0,141.0,automat,Valencia,Profesional,16.7,Medio (10-20K),118.44,1407,1,0,734.0
BMW,SERIE 4 420D GRAN COUPE,2015.0,6,Reciente (4-7a),132.0,Diesel,5.0,190.0,automat,Pontevedra,Profesional,20.6,Premium (20-35K),108.42,30066,16,3,15813.0
VOLKSWAGEN,GOLF GTD 2. 0 TDI 184CV BMT,2015.0,6,Reciente (4-7a),124.0,Diesel,5.0,184.0,manual,Pontevedra,Profesional,18.5,Medio (10-20K),100.54,37327,6,0,18844.0
OPEL,INSIGNIA 2. 0 CDTI ECOFLEX 130 CV EDITION,2010.0,11,Seminuevo (8-12a),161.0,Diesel,5.0,130.0,manual,Valladolid,Profesional,8.9,Accesible (5-10K),68.46,41185,0,0,20592.0
VOLKSWAGEN,SCIROCCO 2. 0 TDI 177CV BY RLINE,2013.0,8,Seminuevo (8-12a),134.0,Diesel,3.0,177.0,manual,Pontevedra,Profesional,14.9,Medio (10-20K),84.18,32621,18,2,17050.0
AUDI,A4 2. 0 TDI 140CV,2008.0,13,Clásico (>12a),164.0,Diesel,4.0,140.0,manual,Pontevedra,Profesional,10.4,Medio (10-20K),74.29,41820,8,0,21150.0
RENAULT,MEGANE SEDAN LUXE DYNAMIQUE 1. 6 16V,2005.0,16,Clásico (>12a),163.0,Gasolina,4.0,115.0,manual,Valladolid,Profesional,3.85,Económico (<5K),33.48,73096,2,0,36608.0
HYUNDAI,SANTA FE 2. 2 CRDI STYLE LIMITED AUTO 4X4,2019.0,2,Casi nuevo (0-3a),36.0,Diesel,5.0,200.0,automat,Malaga,Profesional,36.3,Lujo (>35K),181.5,23888,0,1,12044.0
SEAT,ALTEA 1. 9 TDI 105CV ARENA,2009.0,12,Seminuevo (8-12a),169.0,Diesel,5.0,105.0,manual,Valladolid,Profesional,7.5,Accesible (5-10K),71.43,63682,1,0,31871.0
RENAULT,MEGANE DYNAMIQUE 1. 5DCI105,2007.0,14,Clásico (>12a),131.0,Diesel,5.0,105.0,manual,Madrid,Profesional,2.999,Económico (<5K),28.56,16845,4,0,8542.0
AUDI,A8 4. 2 QUATTRO TIPTRONIC,2003.0,18,Clásico (>12a),262.0,Gasolina,4.0,310.0,automat,Alicante,Profesional,7.9,Accesible (5-10K),25.48,3041,0,0,1520.0
OPEL,ADAM 1. 4 XEL ROCKS,2017.0,4,Reciente (4-7a),78.84,Gasolina,3.0,87.0,manual,Las Palmas,Profesional,9.49,Accesible (5-10K),109.08,5644,0,0,2822.0
OPEL,CORSA 1. 4 TURBO 110KW 150CV GSI SS,2019.0,2,Casi nuevo (0-3a),33.6,Gasolina,3.0,150.0,manual,Las Palmas,Profesional,12.99,Medio (10-20K),86.6,10291,1,0,5176.0
CITROEN,C4 CACTUS PURETECH 81KW 110CV SS SHINE,2018.0,3,Casi nuevo (0-3a),40.511,Gasolina,5.0,110.0,manual,Madrid,Profesional,10.99,Medio (10-20K),99.91,24922,0,1,12561.0
HYUNDAI,IX35 1. 7 CRDI BLUEDRIVE KOSMO KLASS 4X2,2015.0,6,Reciente (4-7a),116.0,Diesel,5.0,115.0,manual,Madrid,Profesional,11.9,Medio (10-20K),103.48,19996,1,0,10028.0
HYUNDAI,I20 1. 0 TGDI 74KW 100CV 48V TECNO,2020.0,1,Casi nuevo (0-3a),5.0,Híbrido,5.0,100.0,manual,Madrid,Profesional,16.2,Medio (10-20K),162.0,18877,0,0,9438.0
VOLKSWAGEN,POLO 1. 6 TDI 90CV SPORT,2011.0,10,Seminuevo (8-12a),113.0,Diesel,3.0,90.0,manual,Alicante,Profesional,7.49,Accesible (5-10K),83.22,2133,0,0,1066.0
PEUGEOT,206 CC 1. 6 HDI,2006.0,15,Clásico (>12a),109.78,Diesel,2.0,110.0,manual,Cantabria,Profesional,5.99,Accesible (5-10K),54.45,7666,1,0,3863.0
CITROEN,XSARA 2. 0 HDI MAGIC,2004.0,17,Clásico (>12a),253.162,Diesel,3.0,90.0,manual,Cantabria,Profesional,2.0,Económico (<5K),22.22,5221,0,2,2810.0
MINI,MINI COOPER D,2008.0,13,Clásico (>12a),145.0,Diesel,3.0,110.0,manual,Tarragona,Profesional,5.99,Accesible (5-10K),54.45,3385,0,0,1692.0
CITROEN,C1 1. 0 SX,2006.0,15,Clásico (>12a),125.0,Gasolina,5.0,68.0,manual,Castellon,Profesional,3.3,Económico (<5K),48.53,2360,2,0,1240.0
OPEL,INSIGNIA 2. 0CDTI ECOFLEX STARSTOP 140 EXCELLENCE,2015.0,6,Reciente (4-7a),47.0,Diesel,4.0,140.0,manual,Castellon,Profesional,11.9,Medio (10-20K),85.0,1859,0,0,930.0
FORD,FIESTA 1. 0 ECOBOOST 100CV TITANIUM 5P,2014.0,7,Reciente (4-7a),94.0,Gasolina,5.0,100.0,manual,Castellon,Profesional,6.8,Accesible (5-10K),68.0,1861,0,0,930.0
FORD,MONDEO 2. 2 TDCI 175 GHIA X,2008.0,13,Clásico (>12a),150.0,Diesel,5.0,175.0,manual,Zaragoza,Profesional,6.5,Accesible (5-10K),37.14,18112,6,1,9336.0
RENAULT,MEGANE ZEN ENERGY TCE 130,2016.0,5,Reciente (4-7a),42.758,Gasolina,5.0,130.0,manual,Cantabria,Profesional,11.99,Medio (10-20K),92.23,6688,0,0,3344.0
NISSAN,MICRA IGT 74 KW 100 CV E6D ACENTA,2019.0,2,Casi nuevo (0-3a),1.432,Gasolina,5.0,100.0,manual,Cantabria,Profesional,11.99,Medio (10-20K),119.9,5809,0,1,3004.0
AUDI,A3 SPORTBACK 1. 6 TDI 105 STRONIC ATTRACTION,2011.0,10,Seminuevo (8-12a),219.0,Diesel,5.0,105.0,automat,Tarragona,Profesional,6.7,Accesible (5-10K),63.81,15267,3,2,7924.0
SKODA,SUPERB COMBI 2. 0 TDI CR 140CV ELEGANCE,2014.0,7,Reciente (4-7a),82.0,Diesel,5.0,140.0,manual,Zaragoza,Profesional,12.49,Medio (10-20K),89.21,7449,3,0,3814.0
BMW,SERIE 4 M4,2014.0,7,Reciente (4-7a),144.0,Gasolina,2.0,431.0,automat,Pontevedra,Profesional,44.2,Lujo (>35K),102.55,42582,16,0,21771.0
HYUNDAI,SONATA 2. 0 CRDI VGT COMFORT II,2007.0,14,Clásico (>12a),210.0,Diesel,4.0,140.0,manual,Zaragoza,Profesional,3.999,Económico (<5K),28.56,6881,3,0,3530.0
HYUNDAI,I30 1. 0 TGDI NLINE,2020.0,1,Casi nuevo (0-3a),1.0,Gasolina,5.0,120.0,manual,Malaga,Profesional,19.4,Medio (10-20K),161.67,15368,0,0,7684.0
BMW,SERIE 1 118D,2017.0,4,Reciente (4-7a),82.432,Diesel,5.0,150.0,automat,Cantabria,Profesional,17.0,Medio (10-20K),113.33,19465,0,0,9732.0
HYUNDAI,IONIQ 1. 6 GDI HEV KLASS DT,2019.0,2,Casi nuevo (0-3a),17.953,Híbrido,5.0,141.0,automat,Malaga,Profesional,16.9,Medio (10-20K),119.86,14486,2,0,7303.0
HYUNDAI,I20 1. 0 TGDI 74KW 100CV ESSENCE LE,2019.0,2,Casi nuevo (0-3a),28.078,Gasolina,5.0,100.0,manual,Malaga,Profesional,10.5,Medio (10-20K),105.0,12523,0,0,6262.0
SEAT,LEON 1. 6 TDI 105CV REFERENCE COPA,2012.0,9,Seminuevo (8-12a),157.757,Diesel,5.0,105.0,manual,Cantabria,Profesional,7.5,Accesible (5-10K),71.43,13148,2,0,6634.0
NISSAN,QASHQAI 1. 6DCI SS ACENTA 4X2,2017.0,4,Reciente (4-7a),153.398,Diesel,5.0,130.0,manual,Cantabria,Profesional,12.99,Medio (10-20K),99.92,13398,2,0,6759.0
RENAULT,CLIO SPORT TOUR. EXP. ENERGY TCE 90 SS ECO2,2013.0,8,Seminuevo (8-12a),158.935,Gasolina,5.0,90.0,manual,Cantabria,Profesional,6.5,Accesible (5-10K),72.22,18884,1,0,9472.0
VOLVO,C30 1. 6 DRIVE MOMENTUM,2010.0,11,Seminuevo (8-12a),114.0,Diesel,3.0,115.0,manual,Zaragoza,Profesional,7.498,Accesible (5-10K),65.2,9892,2,0,5006.0
CITROEN,C4 PICASSO 1. 6 HDI 90CV ATTRACTION,2014.0,7,Reciente (4-7a),74.263,Diesel,5.0,92.0,manual,Cantabria,Profesional,10.5,Medio (10-20K),114.13,16517,0,0,8258.0
FORD,FUSION 1. 6 16V ELEGANCE,2005.0,16,Clásico (>12a),136.007,Gasolina,5.0,100.0,manual,Cantabria,Profesional,3.5,Económico (<5K),35.0,15987,4,1,8214.0
PEUGEOT,308 SW SPORT 1. 6 VTI,2009.0,12,Seminuevo (8-12a),164.231,Gasolina,5.0,120.0,manual,Cantabria,Profesional,5.5,Accesible (5-10K),45.83,15645,0,0,7822.0
PEUGEOT,308 SPORT 1. 6 HDI 110 FAP 5 VELOCIDADES,2009.0,12,Seminuevo (8-12a),152.302,Diesel,5.0,110.0,manual,Cantabria,Profesional,5.5,Accesible (5-10K),50.0,13897,1,1,7078.0
FIAT,GRANDE PUNTO 1. 3 MULTIJET 16V 90 SPORT,2007.0,14,Clásico (>12a),174.0,Diesel,3.0,90.0,manual,Pontevedra,Profesional,3.99,Económico (<5K),44.33,24247,7,0,12334.0
PEUGEOT,308 5P BUSINESS LINE BLUEHDI 100,2016.0,5,Reciente (4-7a),83.0,Diesel,5.0,100.0,manual,Castellon,Profesional,11.8,Medio (10-20K),118.0,4502,0,0,2251.0
AUDI,A3 1. 6 FSI ATTRACTION,2004.0,17,Clásico (>12a),185.0,Gasolina,3.0,115.0,manual,Zaragoza,Profesional,4.3,Económico (<5K),37.39,8809,3,0,4494.0
BMW,SERIE 3 318I TOURING,2007.0,14,Clásico (>12a),125.0,Gasolina,5.0,129.0,manual,Tarragona,Profesional,7.5,Accesible (5-10K),58.14,16709,4,1,8574.0
VOLKSWAGEN,GOLF EDITION 1. 6 TDI 85KW 115CV,2017.0,4,Reciente (4-7a),122.0,Diesel,5.0,115.0,manual,Castellon,Profesional,13.9,Medio (10-20K),120.87,6089,0,0,3044.0
PEUGEOT,2008 ALLURE PURETECH 130 SS EAT6,2019.0,2,Casi nuevo (0-3a),29.031,Gasolina,5.0,130.0,automat,Alicante,Profesional,15.1,Medio (10-20K),116.15,172359,5,2,86530.0
PEUGEOT,2008 SIGNATURE 1. 2 PURETECH 60KW 82CV,2019.0,2,Casi nuevo (0-3a),26.998,Gasolina,5.0,82.0,manual,Alicante,Profesional,11.5,Medio (10-20K),140.24,178133,4,3,89486.0
VOLKSWAGEN,GOLF 2. 0 TDI 184CV DSG GTD BMT,2013.0,8,Seminuevo (8-12a),166.0,Diesel,3.0,184.0,automat,Pontevedra,Profesional,15.2,Medio (10-20K),82.61,27104,9,0,13822.0
BMW,SERIE 3 320D TOURING E91,2005.0,16,Clásico (>12a),242.0,Diesel,5.0,163.0,manual,Pontevedra,Profesional,6.8,Accesible (5-10K),41.72,32429,10,0,16514.0
BMW,SERIE 1 116I,2005.0,16,Clásico (>12a),140.0,Gasolina,5.0,115.0,manual,Valladolid,Profesional,7.9,Accesible (5-10K),68.7,57727,7,0,29074.0
AUDI,A5 SPORTBACK 2. 0 TDI 170CV DPF,2010.0,11,Seminuevo (8-12a),161.0,Diesel,5.0,170.0,manual,Pontevedra,Profesional,14.9,Medio (10-20K),87.65,30243,9,0,15392.0
VOLKSWAGEN,GOLF SPORT 2. 0 TDI 150CV BMT DSG,2013.0,8,Seminuevo (8-12a),141.0,Diesel,5.0,150.0,automat,Pontevedra,Profesional,14.2,Medio (10-20K),94.67,27364,1,0,13712.0
VOLKSWAGEN,GOLF SPORT 2. 0 TDI 150CV BMT,2014.0,7,Reciente (4-7a),153.0,Diesel,5.0,150.0,manual,Pontevedra,Profesional,14.0,Medio (10-20K),93.33,26645,2,0,13382.0
HYUNDAI,TUCSON 1. 6 TGDI 130KW 177CV KLASS SKY 4X2,2020.0,1,Casi nuevo (0-3a),1.0,Gasolina,5.0,177.0,manual,Malaga,Profesional,23.7,Premium (20-35K),133.9,20490,2,0,10305.0
HYUNDAI,I30 1. 4 MPI ESSENCE,2020.0,1,Casi nuevo (0-3a),1.0,Gasolina,5.0,100.0,manual,Malaga,Profesional,15.4,Medio (10-20K),154.0,14016,0,0,7008.0
OPEL,CROSSLAND X,2019.0,2,Casi nuevo (0-3a),11.34,Gasolina,5.0,110.0,automat,Valencia,Profesional,15.25,Medio (10-20K),138.64,654935,10,7,328468.0
PEUGEOT,2008 STYLE BLUEHDI 73KW 100CV SS,2018.0,3,Casi nuevo (0-3a),82.2,Diesel,5.0,100.0,manual,Castellon,Profesional,11.9,Medio (10-20K),119.0,239142,1,1,119701.0
HYUNDAI,I30 I30 CW TGDI 1. 0 120CV KLASS MY19,2019.0,2,Casi nuevo (0-3a),2.433,Gasolina,5.0,120.0,manual,Malaga,Profesional,14.5,Medio (10-20K),120.83,16483,0,0,8242.0
HYUNDAI,I30 1. 0 TGDI N LINE,2019.0,2,Casi nuevo (0-3a),836.0,Gasolina,5.0,120.0,manual,Malaga,Profesional,15.9,Medio (10-20K),132.5,15153,2,0,7636.0
BMW,SERIE 5 530D,2008.0,13,Clásico (>12a),200.0,Diesel,4.0,235.0,automat,Valladolid,Profesional,12.0,Medio (10-20K),51.06,161996,18,3,81838.0
BMW,SERIE 3 320D GRAN TURISMO,2018.0,3,Casi nuevo (0-3a),83.0,Diesel,5.0,190.0,automat,Pontevedra,Profesional,29.5,Premium (20-35K),155.26,54911,1,0,27486.0
CITROEN,XANTIA 2. 0 HDI PLAISIR 90CV,2000.0,21,Clásico (>12a),429.0,Diesel,5.0,90.0,manual,Pontevedra,Profesional,1.25,Económico (<5K),13.89,218414,3,0,109297.0
KIA,CARENS 2. 0 CRDI EX,2003.0,18,Clásico (>12a),152.0,Diesel,5.0,112.0,manual,Madrid,Profesional,2.8,Económico (<5K),25.0,13304,0,0,6652.0
PEUGEOT,5008 1. 5 BLUEHDI 96KW 130CV SS ALLURE,2021.0,0,Casi nuevo (0-3a),82.6,Diesel,5.0,130.0,manual,Malaga,Profesional,31.3,Premium (20-35K),240.77,8212,0,0,4106.0
MERCEDES-BENZ,CLASE CLA CLA 200 D,2017.0,4,Reciente (4-7a),64.0,Diesel,4.0,136.0,automat,Alicante,Profesional,25.4,Premium (20-35K),186.76,2395,2,0,1258.0
CITROEN,GRAND C4 PICASSO BLUEHDI 150 AIRDREAM EXCLUSIVE,2016.0,5,Reciente (4-7a),80.0,Diesel,5.0,150.0,manual,Alicante,Profesional,14.99,Medio (10-20K),99.93,3149,1,0,1604.0
AUDI,Q5 3. 0 TDI CLEAN 258CV QUATT S TRON S LINE,2015.0,6,Reciente (4-7a),111.0,Diesel,5.0,258.0,automat,Ourense,Profesional,28.0,Premium (20-35K),108.53,10949,1,0,5504.0
PEUGEOT,207 1. 6 16V XS,2007.0,14,Clásico (>12a),30.0,Gasolina,3.0,110.0,manual,Zaragoza,Profesional,5.99,Accesible (5-10K),54.45,2451,1,0,1256.0
